,0,1,2,3
219,118,538,6.331464574809607,3
220,32,194,6.352284835898949,2
221,138,195,6.364549917049694,2
222,155,530,6.374552538548969,3
223,91,529,6.384584992803537,3
224,110,173,6.394656896798642,2
225,67,78,6.404810557135426,2
226,186,463,6.416728853965121,3
227,102,512,6.428457039409585,4
228,108,459,6.438661391713657,3
229,24,163,6.4497756758833935,2
230,405,549,6.444841220131438,4
231,11,111,6.470685402502647,2
232,150,187,6.481558351903458,2
233,141,161,6.4943308469573875,2
234,105,190,6.506114097613174,2
235,87,551,6.516737139425872,3
236,61,471,6.532059540116425,3
237,12,498,6.543630969370512,3
238,68,159,6.558016621225197,2
239,22,473,6.568755174672303,3
240,74,162,6.57924155671271,2
241,140,462,6.5996070174272035,3
242,506,520,6.615711475670626,7
243,167,487,6.626372318325856,7
244,482,486,6.6377888880070515,4
245,496,522,6.648475346751339,5
246,491,517,6.658654224685657,6
247,460,492,6.669028099509027,4
248,478,508,6.679161993981265,4
249,474,540,6.689959415173243,4
250,70,448,6.7,3
251,450,456,6.71,4
252,461,465,6.72,5
253,466,468,6.73,123
254,469,472,6.74,4
255,475,477,6.75,7
256,480,481,6.76,4
257,485,489,6.7700000000000005,6
258,494,495,6.78,6
259,497,499,6.79,8
260,500,501,6.8,4
261,507,509,6.8100000000000005,4
262,510,514,6.82,5
263,515,516,6.83,5
264,518,519,6.84,4
265,521,523,6.8500000000000005,5
266,525,526,6.86,5
267,527,528,6.87,5
268,532,533,6.88,6
269,534,535,6.89,7
270,536,537,6.9,5
271,539,541,6.91,5
272,542,543,6.92,6
273,544,545,6.93,4
274,546,547,6.94,7
275,548,550,6.95,7
276,552,553,6.96,4
277,554,555,6.97,5
278,556,557,6.98,6
279,558,559,6.99,5
280,560,561,7.0,5
281,562,563,7.01,14
282,564,565,7.0200000000000005,9
283,566,567,7.03,10
284,568,569,7.04,8
285,570,571,7.05,7
286,572,573,7.0600000000000005,128
287,574,575,7.07,11
288,576,577,7.08,10
289,578,579,7.09,14
290,580,581,7.1000000000000005,8
291,582,583,7.11,10
292,584,585,7.12,9
293,586,587,7.13,10
294,588,589,7.140000000000001,13
295,590,591,7.15,10
296,592,593,7.16,10
297,594,595,7.17,14
298,596,597,7.18,9
299,598,599,7.19,11
300,600,601,7.2,19
301,602,603,7.21,19
302,604,605,7.22,15
303,606,607,7.23,139
304,608,609,7.24,24
305,610,611,7.25,18
306,612,613,7.26,19
307,614,615,7.2700000000000005,23
308,616,617,7.28,24
309,618,619,7.29,20
310,620,621,7.3,38
311,622,623,7.3100000000000005,154
312,624,625,7.32,42
313,626,627,7.33,42
314,628,629,7.34,44
315,630,631,7.3500000000000005,192
316,632,633,7.36,84
317,634,635,7.37,236
318,636,637,7.38,320
