Inf,1,0.980773261915875,0.944444444453725,1,0.979591836734304,1,1,1,1,1,1,1,1,0.978723404263209,1,1,1,1,1,0.970588235291453,1,1,0.976744186045654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979166666665865,1,0.979591836730307,0.97329217433841,1,1,1,1,1,1,1,1,1,1,1,1,1,0.980392156862388,1,1,1,1,1,1,1,0.976190476190465,1,1,1,1,1,1,1,1,1,0.978260869565709,1,1,0.979166666666039,1,1,1,1,0.95246211923201,0.978662011228797,0.965116600538369,0.983250700401522,1,1,0.977705346957398,1,0.954712009356209,0.999787697686302,1,0.981504304904033,0.962238161079516,0.979358891346955,0.99854309059807,0.945715148626392,0.984711816032362,0.975742198376908,0.969962321495595,0.968782578108538,1,1,0.987605445949107,0.963709471710744,0.95667461971999,0.974435069655136,0.968260489467613,1,0.99789912966068,1,0.954419418236112,0.955267794949263,0.971373728797871,0.952405609529209,0.999647907348988,0.980247354347458,1,1,0.999647907348988,0.965116600538369,0.950287581846377,1,0.966059288326848,0.946744507878361,0.946744507878361,0.975200691739649,1,1,0.981038779922678,0.998999307440559,0.968782778566042,0.999724226592402,1,0.980777467845476,1,0.985636533840572,0.981530849899591,0.95443414713112,0.95443414713112,0.999627146282093,0.996118101855459,0.978856429116545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978980068235368,1,1,1,1,1,1,1,1,1,1,1,1
1,Inf,1,0.977272727273658,0.984615384615124,1,1,1,1,0.980392156862645,1,1,1,1,1,0.980392156863639,1,1,0.981818226712151,0.984848484847608,1,0.97999999998293,1,1,1,1,1,0.980392156862611,1,1,1,0.956521739129094,1,1,1,1,1,1,1,0.980000000000399,0.981818181812663,1,1,1,1,0.981818181817651,1,1,1,0.977777777777257,1,1,0.979999999999609,1,0.982142857142662,1,0.98214338830401,1,1,0.982758620689208,1,0.98245614035059,1,1,1,1,1,1,0.98076923076865,1,1,1,1,1,1,1,1,0.964912280692748,1,1,0.941176470588869,1,1,1,0.979591836735132,1,1,1,0.974557930153344,0.974685463226058,0.975519207650023,1,1,1,0.999729213514571,1,1,1,1,0.999494325061794,0.980905332992683,0.980928873106368,0.984073194764252,0.983431369087143,0.993083371381649,1,1,0.990632081488136,0.98435379380883,1,0.999174388612109,0.980722759098591,1,1,1,1,1,1,0.986953092889269,0.994476969208695,0.986617801826927,0.980008699762593,0.915007348406224,1,1,0.961820970106166,0.915007348406224,0.975519207650023,1,0.983602297959812,0.9784754222983,0.986347254145138,0.986347254145138,0.933809471785938,0.945644971781614,0.979785181110348,0.979614545413251,1,0.986595594673645,1,1,1,1,0.996826785651878,1,1,1,0.989445034937457,1,0.980696224385857,0.96690902533871,0.989215218549631,1,0.999585460698767,0.999585460698767,0.981133432059159,1,1,0.986373010133661,1,1,0.996353846681341,1,1,0.988658401786956,1,1,0.982806291775371,0.999800332782922,0.996615808280892,0.980115606572844,0.981833890504783,1,1,1,0.99959518441209,0.977831860103499,0.97930562007325,1,0.982166357517275,0.983716781963422,0.981760821318795,1,0.991662348780662,1,1,1,1,1,1,1,1,1,1,0.999121314722637,1,0.981602034740847,1,1,1,0.985615416912282,1,1,1,0.985615416912282,1,1,1,1,1,1,1,1,1,1,0.963765381735757,1,1,1,1,0.950041558774136,0.977201517697724,0.982459160119871,1,0.969579277359264,1,0.982433790790859,0.981272855449633,1,1,0.977803873194005,1,0.965063367813294,0.982602329511675,1,0.962498206853672,1,1,1,1,0.997236615719048
0.980773261915875,1,Inf,1,0.969701974612196,0.946438999091918,1,1,1,1,1,0.981821785237374,1,1,0.982146333044169,1,1,1,1,1,1,0.980773261900361,1,0.98077326191557,1,1,0.981485219581336,1,1,1,0.949161936652258,1,1,0.977114678644587,1,1,1,1,1,1,1,1,1,0.981135955949748,1,1,1,1,1,1,1,1,1,0.900018244327707,1,0.982146333030583,0.982762355991238,1,1,1,1,1,1,1,1,1,0.975645159259615,1,1,1,0.980396347626108,1,0.983609543620942,1,0.978728338604514,0.99782043986814,0.95834279516357,1,1,1,1,0.96079269525477,1,1,1,0.981135955949409,0.980396347626265,1,1,1,1,0.98544711375932,0.963954260728139,0.982090598971284,0.965513069921201,1,1,1,1,1,1,1,1,1,1,0.980287945576808,0.996904511574913,1,1,1,0.991529138154195,0.99387306298229,1,1,0.951740881575504,0.982581078867602,1,0.999428031201001,0.946109732686626,0.982922242601564,0.987480719600556,1,0.989350155254251,0.981804008583146,0.972286354705265,1,0.989350155254251,1,0.980096452154738,1,0.985494040920806,0.998813682311793,0.998813682311793,1,1,1,1,1,1,1,1,1,0.957343025621604,0.987282528156476,0.998213176930098,0.975008814650584,0.975008814650584,1,1,0.963707916944138,1,1,0.970083698932471,0.997828375345027,0.997828375345027,1,0.961366066358635,0.961366066358635,0.973116357450226,1,1,0.981027270393672,1,1,0.976260062291374,0.968136252743114,1,1,1,1,1,0.982474115873654,1,1,0.972908096467986,1,1,1,0.983548624165491,0.982783761383745,1,0.982406115902808,1,0.985036873701994,0.983287155825518,1,0.984364584306129,1,0.998473634158087,0.980492069892373,0.960274920278401,0.981938784863919,0.982059251772986,0.960274920278401,0.963090275902961,1,0.982258411670699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983477620488183,1,1,1,1,0.982327408305999,1,1,1,0.983404529273093,1,0.980573931363849,1,1,1,1,1,0.999436367595591
0.944444444453725,0.977272727273658,1,Inf,1,1,0.977777777772447,0.979591836734351,1,0.973684210525769,1,1,1,1,1,1,1,1,1,1,1,1,0.975609756096844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.972972972973079,1,1,1,1,1,0.95121951219273,1,1,1,1,1,1,1,1,0.976744186045883,0.949999999999151,1,1,1,1,0.939393939390578,1,0.954545454544616,1,0.968749999999822,1,1,1,0.947368421050305,1,1,0.971428571427836,1,0.969696969696422,1,1,1,0.977777777770274,0.974358974357906,1,1,1,1,0.976190476189787,1,1,1,1,1,0.975529045516659,0.98780499591385,1,1,1,0.995880872367839,1,1,1,1,1,1,0.976441214659092,0.998724881094104,0.986515559934251,0.983167814765635,1,1,1,0.978432197802283,1,1,0.974276291453625,1,1,1,1,1,1,1,1,1,0.914338968208352,1,1,1,0.975238194861406,1,0.98780499591385,1,0.957432457654114,1,0.98613222561444,0.98613222561444,1,0.980322253038564,0.943612191514806,0.956273852042356,0.971357053291605,1,0.98086741580184,1,1,1,0.984281938799441,1,1,1,1,1,1,0.979355665836815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.968801580099065,1,1,1,1,1,1,1,1,1,1
1,0.984615384615124,0.969701974612196,1,Inf,0.984374999999755,1,1,0.983870967739426,1,1,1,1,1,1,1,0.980769230769036,1,1,0.986486486486087,1,1,1,0.982758620689062,1,1,1,1,1,1,1,1,0.984126984086521,1,1,0.979591836734488,1,1,1,1,1,1,0.982456140349004,1,1,0.984126984126434,1,0.984374999997488,0.961121421007785,1,0.984375000000493,1,1,0.985915502100554,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985294117647292,1,1,1,1,1,1,1,0.981132075471405,1,1,0.983333333333234,1,1,0.982758620689376,1,1,1,0.983050847457178,1,0.983342732334178,0.998019661172099,0.9996059263475,0.970297262775974,0.986613833978728,1,1,1,1,1,1,1,0.970617028543039,0.985179116104466,0.983651501927808,1,1,1,0.945174914504433,1,1,0.986403498884725,1,0.984315427994093,1,1,1,0.979432348786601,1,0.985186217481614,1,0.998906821213042,0.999863425777449,0.976433406519832,0.98276508641807,0.979774931379601,1,0.997711607860299,0.983709316302419,0.979774931379601,0.970297262775974,1,0.939379385691032,1,1,1,0.996918625514419,0.95703164648802,1,1,1,1,1,1,1,0.985582461958571,0.988182613340923,1,0.981379999616253,0.981379999616253,0.987388697062536,1,0.98394752785597,1,0.948500170816782,0.972543419281566,0.985699757076199,0.985699757076199,1,0.951597898665365,0.951597898665365,0.94066013428476,0.952500037703273,0.949967339111921,1,1,1,0.93918166619925,0.970911779330313,0.966651526178178,1,1,0.985839835702079,1,0.967766661504836,0.987613731828629,0.922038442385785,0.961934678104573,0.983123567699512,1,1,0.969592980979831,1,1,1,0.984897111783321,0.999757727725703,0.952995235843847,0.97219272731246,0.990388558062108,1,1,0.964444635507056,0.953833012803205,0.966863474328062,0.983799931188386,0.953833012803205,0.999357274595414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.979591836734304,1,0.946438999091918,1,0.984374999999755,Inf,1,0.983606557376836,1,0.95918367346908,1,0.939999999998682,1,1,1,1,1,1,1,1,1,0.979591836716896,0.981132075471543,1,1,1,0.959999999995222,1,1,1,1,1,1,1,1,0.94871794871763,0.978727581604541,0.981481481481032,1,1,1,1,1,1,1,1,1,0.981818181814672,1,1,0.981818181817851,1,1,0.950000038406085,1,1,0.981818732469734,0.980392156862418,1,1,1,1,0.98245614035082,1,1,1,1,0.983050847457456,1,1,1,1,0.98275868351079,1,1,1,0.978260869563678,1,1,1,1,0.979591836734343,1,1,1,0.979999999998941,0.934782608694088,0.980405164566234,1,1,1,1,1,1,0.998327541083997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.981235829083074,1,0.959899462764094,0.976226694733603,0.973264928543086,0.971596624405058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982765241988642,1,1,1,0.977937706661917,0.977937706661917,1,0.979975499819565,1,0.98345451266897,1,0.984577964152501,1,1,1,0.973559327107878,0.973559327107878,0.986184749859962,0.963740490969451,0.961509469670724,1,1,0.961480656536491,0.986975274363416,0.911904136890097,1,1,1,1,1,0.98149777709757,0.935599995527228,0.965596827011986,0.95702737804029,1,1,0.999306759634159,1,0.981842543937501,1,1,1,1,0.945278758723542,1,0.983592157001794,0.97781066190124,0.983517368328432,0.9576722284523,0.987933590998625,0.980900122890291,1,0.987933590998625,0.997326848282965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979200593235795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.977777777772447,1,1,Inf,0.984126984124116,1,1,0.982758620685067,1,1,0.953488372077494,1,0.980769230764297,1,1,1,1,1,0.959999999960381,0.981818181814391,1,1,0.96153857980925,0.981132075467962,1,1,1,1,1,1,1,0.994208703403536,0.976190476183989,1,1,0.982705046663326,1,0.982142857136212,1,1,1,1,1,1,1,1,1,1,0.977777777771986,0.95999999999106,1,1,1,1,1,1,1,1,1,1,0.936507936496477,0.978260869560172,0.928571428553419,1,1,0.961538461530162,0.983050847454273,1,0.979591836729737,1,0.95652173912015,0.978260869559608,1,1,0.983050847450559,1,1,1,1,1,1,1,0.980769230764238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983472359361401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984109045507142,0.984109045507142,0.973749228365152,0.974240427533407,0.974240427533407,1,1,1,1,0.999316524536716,1,1,1,1,0.965612583544529,0.946672407375716,1,0.998089501877251,1,1,0.983642536473246,1,1,0.955663720190462,1,1,0.982478823904412,0.980468611291559,1,0.983111674315761,1,0.982999938835723,0.984830932461687,1,1,1,0.988664882089569,1,1,1,1,1,0.971641062538019,1,0.977902299005996,0.986022941839355,0.964952021857659,1,0.986022941839355,1,0.971641062538019,1,0.957956463665795,1,0.960349007150836,1,0.937455834098466,1,1,0.960001966695883,1,1,0.982516209344594,1,1,1,0.981777448926646,1,0.980941307886842,0.964918320370877,0.965819600968306,0.999412371299524,1,0.964867581575281,0.981617114401575,1,1,0.931900064768797,1,1,0.927900594641153,0.9595684473732,1,0.977272974428074,1,1,1,0.96128956211289
1,1,1,0.979591836734351,1,0.983606557376836,0.984126984124116,Inf,0.98305084745502,0.963636363635992,0.967213114754917,1,1,1,1,1,0.979591836734584,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984375000001494,1,1,1,1,1,1,1,1,0.962962962964796,0.983333333328682,1,1,1,1,1,1,0.983606557374275,1,1,0.949152542372358,1,1,0.98529412761406,1,1,1,0.982456140350723,1,0.967741935483084,1,0.98387096774259,1,0.985714285714105,0.979999999999823,0.979166666666509,1,1,0.982456140350381,0.950819672130619,1,1,1,0.980392156862594,1,0.979999999999894,1,0.950819672119215,1,1,1,0.981818181818013,1,1,1,1,0.981481481481117,1,0.986460005872334,1,0.979798141521597,0.941588966559037,1,0.968632514689494,0.928831618257255,1,1,0.984610491426622,1,1,1,0.983456584571273,1,0.985562493141073,0.9602174738777,1,0.93157527704108,0.980885201457905,0.986565314885736,0.98313461849036,0.966531072793672,0.976092136973269,0.979194401762626,0.976960676331102,0.994447940943638,0.949360653132264,1,0.98219617060641,0.983518359837792,1,1,0.981825371988926,0.997384422974834,0.984032224163081,0.986523169020413,1,0.997384422974834,0.979798141521597,0.987837033230171,0.984844846422523,1,0.977555735218158,0.977555735218158,1,1,0.981640818732046,0.98455341344512,0.981488437675633,0.976550722218989,0.985768539049921,0.982417336818682,0.984380438194137,0.98849427174118,0.98774826279356,1,0.983962942686674,0.983962942686674,0.998405614040456,0.982123328312183,0.947640050406717,0.984948699302482,0.982533550550782,1,1,1,0.978456081972441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983346533944077,1,1,1,1,0.980043817345385,1,1,1,1,1,1,0.985677466806472,1,1,1,1,1,1,1,0.982863906563348,1,1,1,0.986759264262554,1,1,0.986762999163638,1,1,0.986762999163638,1,0.986759264262554,1,1,1,1,1,1,1,0.979354984539553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983852079540919,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0.983870967739426,1,1,0.98305084745502,Inf,0.957446808509958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974999999993523,1,1,1,0.963401360365001,0.981727420957916,1,0.964115403215007,1,1,1,0.980769230759777,1,0.97826086955866,1,1,1,1,0.981132075543201,1,1,0.961538461532076,1,1,1,1,1,0.981132668462307,1,1,1,0.953488372088302,1,0.981818181815091,0.983870967740008,1,1,1,0.964285714280136,0.979591836737814,1,1,1,0.982142924528676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985529804589998,1,0.989130528416468,1,1,0.964132181619399,1,1,0.979993168103729,0.982449776960885,0.928086884945366,1,1,0.980933136175971,1,1,1,1,0.997679231470823,0.98552126128922,0.969434942455073,0.960233078207794,0.961357824098546,0.979539492794668,0.919835457158526,1,1,0.94145481312817,1,0.911441124120641,0.981015147817448,0.965965156096598,0.986642782708919,0.978733249794168,1,0.981693742421078,0.984894583901602,1,1,0.989130528416468,0.977891463007868,1,1,1,1,1,1,1,1,0.955575587890515,0.99061162692581,1,0.97953930936001,0.944467359465098,0.985974876740827,0.986416933502747,0.965000910126331,1,1,1,1,0.98050518880271,1,1,1,1,1,1,1,1,0.985792180703265,1,0.980377086661545,1,1,0.980362108927758,0.986847577589933,0.982980564132143,1,1,1,1,1,0.980786803402408,0.985659909564028,1,1,1,1,1,0.982070591100866,1,1,1,1,1,0.981759586237926,1,1,1,0.982955491618955,1,1,1,0.98028707260241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.980392156862645,1,0.973684210525769,1,0.95918367346908,1,0.963636363635992,0.957446808509958,Inf,0.938775510201208,0.978723404253406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95348837209211,1,1,1,1,1,1,1,1,1,1,0.979999999999647,1,1,1,0.93750000000062,1,1,1,1,0.980769230768637,0.975609756097501,0.980392156862511,1,1,0.974358974358726,1,1,1,0.931818181816417,1,1,1,1,1,1,1,1,0.980769230763776,1,1,0.978723404254918,1,1,1,1,1,1,1,0.936616158975296,1,0.988764144997506,1,1,1,1,1,1,1,1,0.98184018333657,0.981806115091321,1,0.997946594767724,0.965074065204022,0.984942025122533,0.976373820188491,1,0.971449150371128,1,1,0.979902292920345,1,1,1,1,0.980096520031979,0.981121911827255,0.977860281034196,1,1,0.986085193425575,0.977283960803997,0.988356818786267,0.990677941812363,1,0.978896176259411,0.988356818786267,0.988764144997506,1,0.962952092023943,1,1,1,1,0.982704595229559,0.976994919949988,0.981391617553982,0.97675515538852,0.972753137797912,0.983127162668272,1,0.981140004711324,1,1,1,1,1,0.98468464490232,1,1,1,1,0.983289407358779,1,1,1,1,1,1,1,0.957411317203354,1,1,1,1,0.982064824423313,1,1,1,1,1,1,0.99969789921664,1,0.999265454280719,1,1,1,1,1,1,1,1,1,0.9807036669439,1,0.9821257691328,1,1,0.976878774308062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975634020753373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979412809578098,0.971893995080455,1,1,0.980859962809282,0.980574588012882,1,1,1,1,1,1,1
